step,portfolio_net,district_target
0,40.144638419151306,23.366495531833333
1,39.43869197368622,23.366495531833333
2,43.80320054292679,23.366495531833333
3,25.30029261112213,23.366495531833333
4,29.202879905700684,23.366495531833333
5,29.445291370153427,23.366495531833333
6,8.996368497610092,23.366495531833333
7,27.246774047613144,23.366495531833333
8,4.263300359249115,23.366495531833333
9,15.636234879493713,23.366495531833333
10,16.770288228988647,23.366495531833333
11,15.487178325653076,23.366495531833333
12,17.29369080066681,23.366495531833333
13,9.212644815444946,23.366495531833333
14,33.61145222187042,23.366495531833333
15,48.06008434295654,23.366495531833333
16,43.62569183111191,23.366495531833333
17,40.6062958240509,23.366495531833333
18,43.96154537796974,23.366495531833333
19,-4.328039646148682,23.366495531833333
20,-5.7206950187683105,23.366495531833333
21,-0.44812944531440735,23.366495531833333
22,12.670322388410568,23.366495531833333
23,32.65134698152542,23.366495531833333
24,33.91395580768585,21.376344425041665
25,35.92541062831879,21.376344425041665
26,37.40107876062393,21.376344425041665
27,27.70942397415638,21.376344425041665
28,29.52414208650589,21.376344425041665
29,24.744507484138012,21.376344425041665
30,23.52573272585869,21.376344425041665
31,10.913810759782791,21.376344425041665
32,34.59242391586304,21.376344425041665
33,8.514758110046387,21.376344425041665
34,16.705607533454895,21.376344425041665
35,22.955154418945312,21.376344425041665
36,10.683085203170776,21.376344425041665
37,8.768620371818542,21.376344425041665
38,25.480872750282288,21.376344425041665
39,24.568206548690796,21.376344425041665
40,44.8110830783844,21.376344425041665
41,46.31768602132797,21.376344425041665
42,30.829809457063675,21.376344425041665
43,0.5048508644104004,21.376344425041665
44,3.7839313745498657,21.376344425041665
45,-12.27684098482132,21.376344425041665
46,13.218878343701363,21.376344425041665
47,24.52667084336281,21.376344425041665
48,30.915297746658325,20.970357171958334
49,25.153635501861572,20.970357171958334
50,34.85792565345764,20.970357171958334
51,31.81902226805687,20.970357171958334
52,27.425169706344604,20.970357171958334
53,19.52884142100811,20.970357171958334
54,28.463774353265762,20.970357171958334
55,25.526999443769455,20.970357171958334
56,24.83844894170761,20.970357171958334
57,58.2743706703186,20.970357171958334
58,29.989975452423096,20.970357171958334
59,22.394059538841248,20.970357171958334
60,13.221624851226807,20.970357171958334
61,14.176378011703491,20.970357171958334
62,24.008833050727844,20.970357171958334
63,25.267889618873596,20.970357171958334
64,40.48662829399109,20.970357171958334
65,47.376177713274956,20.970357171958334
66,14.548081785440445,20.970357171958334
67,-0.9689947664737701,20.970357171958334
68,-6.771363586187363,20.970357171958334
69,4.879258036613464,20.970357171958334
70,11.0745949447155,20.970357171958334
71,40.67463865876198,20.970357171958334
72,38.53727173805237,20.546499519416667
73,39.58717101812363,20.546499519416667
74,34.38119798898697,20.546499519416667
75,42.45650374889374,20.546499519416667
76,16.237598955631256,20.546499519416667
