step,absolute_step,district_target,portfolio_net_load,portfolio_solar_generation,portfolio_true_load,tracking_error,average_indoor_temp,average_outdoor_temp,average_rolling_temp_3h,average_cooling_setpoint,average_battery_action,average_cooling_action,load_to_target_ratio,true_load_to_target_ratio,solar_to_true_load_ratio,absolute_tracking_error,squared_tracking_error,hour_of_day,sin_hour,cos_hour,is_solar_hour,is_evening_peak,is_night,portfolio_net_load_lag_1,portfolio_net_load_lag_2,portfolio_net_load_lag_3,portfolio_true_load_lag_1,portfolio_true_load_lag_2,portfolio_true_load_lag_3,portfolio_solar_generation_lag_1,portfolio_solar_generation_lag_2,portfolio_solar_generation_lag_3,district_target_lag_1,district_target_lag_2,district_target_lag_3,tracking_error_lag_1,tracking_error_lag_2,tracking_error_lag_3,average_indoor_temp_lag_1,average_indoor_temp_lag_2,average_indoor_temp_lag_3,average_outdoor_temp_lag_1,average_outdoor_temp_lag_2,average_outdoor_temp_lag_3,average_battery_action_lag_1,average_battery_action_lag_2,average_battery_action_lag_3,average_cooling_action_lag_1,average_cooling_action_lag_2,average_cooling_action_lag_3,portfolio_net_load_ramp,district_target_ramp,tracking_error_ramp,portfolio_solar_generation_ramp,portfolio_net_load_rolling_mean_3h,portfolio_net_load_rolling_std_3h,portfolio_net_load_rolling_mean_6h,portfolio_net_load_rolling_std_6h,portfolio_net_load_rolling_mean_24h,portfolio_net_load_rolling_std_24h,portfolio_true_load_rolling_mean_3h,portfolio_true_load_rolling_std_3h,portfolio_true_load_rolling_mean_6h,portfolio_true_load_rolling_std_6h,portfolio_true_load_rolling_mean_24h,portfolio_true_load_rolling_std_24h,portfolio_solar_generation_rolling_mean_3h,portfolio_solar_generation_rolling_std_3h,portfolio_solar_generation_rolling_mean_6h,portfolio_solar_generation_rolling_std_6h,portfolio_solar_generation_rolling_mean_24h,portfolio_solar_generation_rolling_std_24h,district_target_rolling_mean_3h,district_target_rolling_std_3h,district_target_rolling_mean_6h,district_target_rolling_std_6h,district_target_rolling_mean_24h,district_target_rolling_std_24h,tracking_error_rolling_mean_3h,tracking_error_rolling_std_3h,tracking_error_rolling_mean_6h,tracking_error_rolling_std_6h,tracking_error_rolling_mean_24h,tracking_error_rolling_std_24h,average_indoor_temp_rolling_mean_3h,average_indoor_temp_rolling_std_3h,average_indoor_temp_rolling_mean_6h,average_indoor_temp_rolling_std_6h,average_indoor_temp_rolling_mean_24h,average_indoor_temp_rolling_std_24h,average_outdoor_temp_rolling_mean_3h,average_outdoor_temp_rolling_std_3h,average_outdoor_temp_rolling_mean_6h,average_outdoor_temp_rolling_std_6h,average_outdoor_temp_rolling_mean_24h,average_outdoor_temp_rolling_std_24h,portfolio_net_load_entropy_24h,portfolio_true_load_entropy_24h,portfolio_solar_generation_entropy_24h,district_target_entropy_24h,tracking_error_entropy_24h,portfolio_pca_1,portfolio_pca_2,portfolio_pca_3,portfolio_ica_1,portfolio_ica_2,portfolio_ica_3
0,3624,23.366495531833333,27.43962824344635,0.0,27.43962824344635,4.073132711613017,24.328764,25.4,25.399999618530273,24.324444,0.0,0.084,1.1743150873818315,1.1743150873818315,0.0,4.073132711613017,16.590410086412007,0,0.0,1.0,0,0,1,27.43962824344635,27.43962824344635,27.43962824344635,27.43962824344635,27.43962824344635,27.43962824344635,0.0,0.0,0.0,23.366495531833333,23.366495531833333,23.366495531833333,4.073132711613017,4.073132711613017,4.073132711613017,24.328764,24.328764,24.328764,25.4,25.4,25.4,0.0,0.0,0.0,0.084,0.084,0.084,0.0,0.0,0.0,0.0,27.43962824344635,0.0,27.43962824344635,0.0,27.43962824344635,0.0,27.43962824344635,0.0,27.43962824344635,0.0,27.43962824344635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.366495531833333,0.0,23.366495531833333,0.0,23.366495531833333,0.0,4.073132711613017,0.0,4.073132711613017,0.0,4.073132711613017,0.0,24.328764,0.0,24.328764,0.0,24.328764,0.0,25.4,0.0,25.4,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,-3.2414523399208113,-2.1181549131877557,-1.4052161412250097,0.9390789808788896,1.244812897770661,-0.17632166610466307
1,3625,23.366495531833333,25.70618799328804,0.0,25.70618799328804,2.3396924614547068,24.376614,25.299997,25.34999942779541,24.375557,0.0,0.084,1.1001302252264187,1.1001302252264187,0.0,2.3396924614547068,5.474160814187985,1,0.25881904510252074,0.9659258262890683,0,0,1,27.43962824344635,27.43962824344635,27.43962824344635,27.43962824344635,27.43962824344635,27.43962824344635,0.0,0.0,0.0,23.366495531833333,23.366495531833333,23.366495531833333,4.073132711613017,4.073132711613017,4.073132711613017,24.328764,24.328764,24.328764,25.4,25.4,25.4,0.0,0.0,0.0,0.084,0.084,0.084,-1.73344025015831,0.0,-1.73344025015831,0.0,26.572908118367195,1.2257273556686463,26.572908118367195,1.2257273556686463,26.572908118367195,1.2257273556686463,26.572908118367195,1.2257273556686463,26.572908118367195,1.2257273556686463,26.572908118367195,1.2257273556686463,0.0,0.0,0.0,0.0,0.0,0.0,23.366495531833333,0.0,23.366495531833333,0.0,23.366495531833333,0.0,3.2064125865338617,1.2257273556686463,3.2064125865338617,1.2257273556686463,3.2064125865338617,1.2257273556686463,24.352688999999998,0.033835059479777836,24.352688999999998,0.033835059479777836,24.352688999999998,0.033835059479777836,25.349998499999998,0.07071279943899522,25.349998499999998,0.07071279943899522,25.349998499999998,0.07071279943899522,1.0,1.0,0.0,0.0,1.0,-3.1862125582073593,-2.129054236315751,-1.4845022709345514,0.9778856430878768,1.2268687284752118,-0.17020874221259222
2,3626,23.366495531833333,21.79870882630348,0.0,21.79870882630348,-1.567786705529851,24.433855,25.6,25.43333307902018,24.433332,0.0,0.084,0.9329044997643362,0.9329044997643362,0.0,1.567786705529851,2.457955154036144,2,0.49999999999999994,0.8660254037844387,0,0,1,25.70618799328804,27.43962824344635,27.43962824344635,25.70618799328804,27.43962824344635,27.43962824344635,0.0,0.0,0.0,23.366495531833333,23.366495531833333,23.366495531833333,2.3396924614547068,4.073132711613017,4.073132711613017,24.376614,24.328764,24.328764,25.299997,25.4,25.4,0.0,0.0,0.0,0.084,0.084,0.084,-3.9074791669845617,0.0,-3.907479166984558,0.0,24.98150835434596,2.8894399806879165,24.98150835434596,2.8894399806879165,24.98150835434596,2.8894399806879165,24.98150835434596,2.8894399806879165,24.98150835434596,2.8894399806879165,24.98150835434596,2.8894399806879165,0.0,0.0,0.0,0.0,0.0,0.0,23.366495531833333,0.0,23.366495531833333,0.0,23.366495531833333,0.0,1.6150128225126241,2.889439980687915,1.6150128225126241,2.889439980687915,1.6150128225126241,2.889439980687915,24.379744333333335,0.052615385680745565,24.379744333333335,0.052615385680745565,24.379744333333335,0.052615385680745565,25.433332333333336,0.15275383247674562,25.433332333333336,0.15275383247674562,25.433332333333336,0.15275383247674562,1.584962500721156,1.584962500721156,0.0,0.0,1.584962500721156,-2.9465115387487515,-2.1634105392817067,-1.5622844145450927,1.0247640845280603,1.1564306477810877,-0.1927687712342965
3,3627,23.366495531833333,26.54233607649803,0.0,26.54233607649803,3.1758405446646982,24.384014,25.6,25.5,24.382221,0.0,0.0839999999999999,1.1359142854435393,1.1359142854435393,0.0,3.1758405446646982,10.085963165136167,3,0.7071067811865475,0.7071067811865476,0,0,1,21.79870882630348,25.70618799328804,27.43962824344635,21.79870882630348,25.70618799328804,27.43962824344635,0.0,0.0,0.0,23.366495531833333,23.366495531833333,23.366495531833333,-1.567786705529851,2.3396924614547068,4.073132711613017,24.433855,24.376614,24.328764,25.6,25.299997,25.4,0.0,0.0,0.0,0.084,0.084,0.084,4.743627250194553,0.0,4.74362725019455,0.0,24.682410965363186,2.5321116532208983,25.371715284883976,2.4849456189673047,25.371715284883976,2.4849456189673047,24.682410965363186,2.5321116532208983,25.371715284883976,2.4849456189673047,25.371715284883976,2.4849456189673047,0.0,0.0,0.0,0.0,0.0,0.0,23.366495531833333,0.0,23.366495531833333,0.0,23.366495531833333,0.0,1.3159154335298513,2.532111653220897,2.0052197530506426,2.4849456189673034,2.0052197530506426,2.4849456189673034,24.398161,0.03113255895361512,24.38081175,0.04301329314196778,24.38081175,0.04301329314196778,25.499999000000003,0.17320681280769698,25.47499925,0.15000116666963095,25.47499925,0.15000116666963095,2.0,2.0,0.0,0.0,2.0,-2.9841384104563478,-2.006485113004397,-1.469649374529241,0.9536335852287338,1.1481078286538955,-0.14806001193363943
4,3628,23.366495531833333,20.899302542209625,0.0,20.899302542209625,-2.467192989623708,24.450977,25.6,25.600000381469727,24.45111,0.0,0.036,0.8944132213939852,0.8944132213939852,0.0,2.467192989623708,6.08704124804837,4,0.8660254037844386,0.5000000000000001,0,0,1,26.54233607649803,21.79870882630348,25.70618799328804,26.54233607649803,21.79870882630348,25.70618799328804,0.0,0.0,0.0,23.366495531833333,23.366495531833333,23.366495531833333,3.1758405446646982,-1.567786705529851,2.3396924614547068,24.384014,24.433855,24.376614,25.6,25.6,25.299997,0.0,0.0,0.0,0.0839999999999999,0.084,0.084,-5.643033534288406,0.0,-5.643033534288406,0.0,23.080115815003712,3.031906952776292,24.477232736349105,2.937977398668305,24.477232736349105,2.937977398668305,23.080115815003712,3.031906952776292,24.477232736349105,2.937977398668305,24.477232736349105,2.937977398668305,0.0,0.0,0.0,0.0,0.0,0.0,23.366495531833333,0.0,23.366495531833333,0.0,23.366495531833333,0.0,-0.28637971682962043,3.0319069527762923,1.1107372045157724,2.9379773986683047,1.1107372045157724,2.9379773986683047,24.422948666666667,0.03478824402486868,24.3948448,0.04870564650736276,24.3948448,0.04870564650736276,25.6,0.0,25.4999994,0.14142241689986912,25.4999994,0.14142241689986912,2.321928094887362,2.321928094887362,0.0,0.0,2.321928094887362,-2.847972886175031,-2.190332518232677,-1.6968996710182043,1.092309568346149,1.1257553802640776,-0.18608361237186063
5,3629,23.366495531833333,24.880987152457237,0.0,24.880987152457237,1.514491620623904,24.417046,25.0,25.40000025431315,24.415556,0.0,0.024,1.0648146666878575,1.0648146666878575,0.0,1.514491620623904,2.2936848689400193,5,0.9659258262890683,0.25881904510252074,0,0,1,20.899302542209625,26.54233607649803,21.79870882630348,20.899302542209625,26.54233607649803,21.79870882630348,0.0,0.0,0.0,23.366495531833333,23.366495531833333,23.366495531833333,-2.467192989623708,3.1758405446646982,-1.567786705529851,24.450977,24.384014,24.433855,25.6,25.6,25.6,0.0,0.0,0.0,0.036,0.0839999999999999,0.084,3.981684610247612,0.0,3.981684610247612,0.0,24.10754192372163,2.899934483512735,24.544525139033794,2.632971431828134,24.544525139033794,2.632971431828134,24.10754192372163,2.899934483512735,24.544525139033794,2.632971431828134,24.544525139033794,2.632971431828134,0.0,0.0,0.0,0.0,0.0,0.0,23.366495531833333,0.0,23.366495531833333,0.0,23.366495531833333,0.0,0.741046391888298,2.8999344835127365,1.178029607200461,2.6329714318281336,1.178029607200461,2.6329714318281336,24.417345666666666,0.0334825057654561,24.398545,0.044496526623997536,24.398545,0.044496526623997536,25.400000000000002,0.34641016151377346,25.41666616666667,0.24013914022534283,25.41666616666667,0.24013914022534283,2.584962500721156,2.584962500721156,0.0,0.0,2.584962500721156,-2.9253198189701153,-2.065693518540793,-1.5869547615404616,1.0183967249209671,1.1348223354452953,-0.15293843687540354
6,3630,23.366495531833333,36.54381901025772,4.181738689541817,40.72555762529373,13.177323478424388,24.470694,25.6,25.40000025431315,24.468887,0.0,0.024,1.563940940947192,1.7429039612751678,0.10268094369423568,13.177323478424388,173.6418540550346,6,1.0,6.123233995736766e-17,0,0,0,24.880987152457237,20.899302542209625,26.54233607649803,24.880987152457237,20.899302542209625,26.54233607649803,0.0,0.0,0.0,23.366495531833333,23.366495531833333,23.366495531833333,1.514491620623904,-2.467192989623708,3.1758405446646982,24.417046,24.450977,24.384014,25.0,25.6,25.6,0.0,0.0,0.0,0.024,0.036,0.0839999999999999,11.662831857800484,0.0,11.662831857800484,4.181738689541817,27.441369568308193,8.130460778228139,26.06189026683569,5.5937419075340395,26.258709977780068,5.132847464815776,28.835282439986866,10.487966250451699,26.758846702675026,7.1928793013242815,26.8561012084995,6.571210158094034,1.393912896513939,2.414327958087641,0.6969564482569695,1.7071876711720415,0.5973912413631167,1.5805486600549692,23.366495531833333,0.0,23.366495531833333,0.0,23.366495531833333,0.0,4.074874036474861,8.130460778228139,2.695394735002356,5.5937419075340395,2.892214445946736,5.132847464815775,24.446239000000002,0.02713601774396305,24.4222,0.03709026960808022,24.408852,0.048924334207700225,25.400000000000002,0.34641016151377346,25.4499995,0.25099836653153834,25.442856714285714,0.2299071241079139,2.2359263506290326,1.8423709931771088,0.5916727785823275,0.0,2.2359263506290326,-2.772624175673782,-1.5830686182711105,-1.2413980792264956,0.7789582691186192,1.029886435662425,-0.05606848517974451
7,3631,23.366495531833333,28.926875099539757,8.109029769897461,37.03590512275696,5.560379567706423,24.615694,26.700003,25.76666704813639,24.615557,0.0,0.036,1.2379637784747515,1.585000415261934,0.21895049527751015,5.560379567706423,30.917820936967072,7,0.9659258262890683,-0.25881904510252063,0,0,0,36.54381901025772,24.880987152457237,20.899302542209625,40.72555762529373,24.880987152457237,20.899302542209625,4.181738689541817,0.0,0.0,23.366495531833333,23.366495531833333,23.366495531833333,13.177323478424388,1.514491620623904,-2.467192989623708,24.470694,24.417046,24.450977,25.6,25.0,25.6,0.0,0.0,0.0,0.024,0.024,0.036,-7.616943910717964,0.0,-7.616943910717964,3.9272910803556442,30.11722708741824,5.921833763887346,26.598671451210976,5.706181777429355,26.59223061800003,4.844819848629896,34.214149966835976,8.290616984709008,28.647132890919845,8.268054840845315,28.128576697781682,7.068639739998166,4.096922819813092,4.055180174923081,2.048461409906546,3.4078185805419947,1.5363460574299097,3.032218155816694,23.366495531833333,0.0,23.366495531833333,0.0,23.366495531833333,0.0,6.750731555584905,5.921833763887346,3.2321759193776423,5.706181777429355,3.225735086166697,4.8448198486298955,24.501144666666665,0.1027652144518489,24.46204666666667,0.08088725990084542,24.434707250000002,0.08602093118164399,25.766667666666667,0.8621694342391976,25.683333833333336,0.5528723963702372,25.6,0.49280659782486064,2.5,2.1556390622295662,1.061278124459133,0.0,2.5,-2.728239595645702,-1.3779001931559427,-1.9030487174246273,1.0384690273144248,0.9631981536129609,0.1512425201420987
8,3632,23.366495531833333,29.93077054619789,23.743074148893356,53.67384451627731,6.564275014364558,25.089663,27.799997,26.700000127156574,25.093334,0.0,0.024,1.2809268083928458,2.2970429793743667,0.4423583658377703,6.564275014364558,43.08970646421081,8,0.8660254037844387,-0.49999999999999983,0,0,0,28.926875099539757,36.54381901025772,24.880987152457237,37.03590512275696,40.72555762529373,24.880987152457237,8.109029769897461,4.181738689541817,0.0,23.366495531833333,23.366495531833333,23.366495531833333,5.560379567706423,13.177323478424388,1.514491620623904,24.615694,24.470694,24.417046,26.700003,25.6,25.0,0.0,0.0,0.0,0.036,0.024,0.024,1.0038954466581345,0.0,1.0038954466581345,15.634044378995895,31.800488218665123,4.138398454210045,27.95401507119338,5.288554766555338,26.963179498910904,4.666548199173528,43.81176908810934,8.737779049079057,33.959655505915485,12.262965853797958,30.96693978872564,10.780848975217243,12.011280869444212,10.348049766562603,6.005640434722106,9.279769071798365,4.003760289814737,7.927058125432361,23.366495531833333,0.0,23.366495531833333,0.0,23.366495531833333,0.0,8.43399268683179,4.138398454210044,4.587519539360044,5.288554766555338,3.59668396707757,4.666548199173527,24.725350333333335,0.32372679734667453,24.571348,0.26613550949018555,24.50748011111111,0.2326749972705725,26.700000000000003,1.0999985000030812,26.05,1.0193128469727073,25.844444111111113,0.8661855234961853,2.5032583347756456,2.058813890331201,1.4466166676282082,0.0,2.5032583347756456,-2.053554662615031,-0.659963277052024,-2.106314171256031,1.0140327501185504,0.646159585527277,0.393564947688951
9,3633,23.366495531833333,2.571024775505066,42.87024241685867,45.44126695394516,-20.795470756328267,25.123384,29.4,27.966666539510097,25.122221,0.0,0.024,0.11003039680864429,1.9447189626742938,0.9434209318891649,20.795470756328267,432.45160397730416,9,0.7071067811865476,-0.7071067811865475,0,0,0,29.93077054619789,28.926875099539757,36.54381901025772,53.67384451627731,37.03590512275696,40.72555762529373,23.743074148893356,8.109029769897461,4.181738689541817,23.366495531833333,23.366495531833333,23.366495531833333,6.564275014364558,5.560379567706423,13.177323478424388,25.089663,24.615694,24.470694,27.799997,26.700003,25.6,0.0,0.0,0.0,0.024,0.036,0.024,-27.359745770692825,0.0,-27.359745770692825,19.127168267965317,20.47622347374757,15.514478941769656,23.95879652102788,11.716456706527788,24.52396402657032,8.880020442964396,45.38367219765981,8.319119225169077,37.10947731882334,12.403097732938859,32.41437250524759,11.147342330044273,24.90744877854983,17.40983349663215,13.150680837531885,17.01288992648222,7.890408502519131,14.38459474511422,23.366495531833333,0.0,23.366495531833333,0.0,23.366495531833333,0.0,-2.890272058085762,15.514478941769656,0.5923009891945495,11.716456706527788,1.1574684947369867,8.880020442964396,24.94291366666667,0.2838816816040345,24.694576333333334,0.3263982021952134,24.569070500000002,0.2933532332553854,27.966666666666665,1.3576929083347218,26.683333333333334,1.6618259074494763,26.1999997,1.389644191072188,2.446439344671015,2.321928094887362,1.3567796494470397,0.0,2.446439344671015,-0.004837664536985541,-0.9320700888475475,-2.509168390834722,1.2935397544540421,0.05014311968587153,0.15579757180672013
