step,resstock-amy2018-2021-release-1-6887,resstock-amy2018-2021-release-1-123182,resstock-amy2018-2021-release-1-155572,resstock-amy2018-2021-release-1-20687,resstock-amy2018-2021-release-1-21356,resstock-amy2018-2021-release-1-223548,resstock-amy2018-2021-release-1-237652,resstock-amy2018-2021-release-1-249373,resstock-amy2018-2021-release-1-276878,resstock-amy2018-2021-release-1-283562,resstock-amy2018-2021-release-1-284099,resstock-amy2018-2021-release-1-290742,resstock-amy2018-2021-release-1-304920,resstock-amy2018-2021-release-1-321547,resstock-amy2018-2021-release-1-346066,resstock-amy2018-2021-release-1-394712,resstock-amy2018-2021-release-1-406573,resstock-amy2018-2021-release-1-412815,resstock-amy2018-2021-release-1-46421,resstock-amy2018-2021-release-1-471221,resstock-amy2018-2021-release-1-474782,resstock-amy2018-2021-release-1-494842,resstock-amy2018-2021-release-1-519975,resstock-amy2018-2021-release-1-92392,resstock-amy2018-2021-release-1-97045
0,2.0950818061828613,1.5414929389953613,2.0039095878601074,1.8004390001296997,3.3575589656829834,2.517350196838379,1.680413007736206,1.6926748752593994,0.9457004070281982,1.6227790117263794,1.3889832496643066,1.7042508125305176,1.6098132133483887,1.5924620628356934,2.3927860260009766,2.038090944290161,1.4830727577209473,1.5176351070404053,1.2864761352539062,1.3574409484863281,2.8530783653259277,2.542881965637207,2.757439613342285,1.0490541458129883,1.1244194507598877
1,2.2825727462768555,1.7190760374069214,2.002359628677368,1.9070630073547363,1.0332012176513672,2.606794834136963,1.5415658950805664,1.5971585512161255,1.0734775066375732,1.6034719944000244,1.462406873703003,1.301112174987793,1.5762773752212524,2.110344886779785,1.2944283485412598,1.8172409534454346,1.7852754592895508,1.4271796941757202,0.6408447027206421,1.3419086933135986,2.8482062816619873,3.164374351501465,2.6224803924560547,1.0731040239334106,1.2957322597503662
2,2.3956949710845947,1.6916475296020508,1.9570403099060059,5.015335559844971,1.3974281549453735,2.916415214538574,1.3747923374176025,1.6069777011871338,1.4207825660705566,1.5697870254516602,1.399570345878601,1.531383991241455,1.529055118560791,1.9832077026367188,3.451385498046875,1.6130876541137695,2.0532500743865967,1.4923869371414185,0.8978354930877686,1.3180100917816162,2.837759017944336,3.057283878326416,2.835503339767456,1.0513311624526978,1.2155232429504395
3,1.6885428428649902,1.6175025701522827,1.9105792045593262,-0.5742364525794983,1.4464480876922607,2.0154991149902344,1.2147572040557861,1.5758342742919922,1.2499151229858398,1.4903361797332764,1.454537034034729,1.6845531463623047,1.478399634361267,1.8401730060577393,0.4181585907936096,1.420179009437561,1.5069553852081299,1.3713845014572144,0.8876839280128479,1.296599268913269,2.862417221069336,1.9865734577178955,1.7684688568115234,0.9973697066307068,1.9647810459136963
4,3.1059303283691406,1.5071814060211182,1.698240041732788,1.192101240158081,2.3636837005615234,2.057318687438965,1.1853463649749756,1.5404798984527588,0.9867153763771057,1.2390222549438477,1.4488246440887451,1.2520020008087158,1.4239680767059326,1.62086820602417,2.389949321746826,1.2278975248336792,0.9117206931114197,2.1080803871154785,0.864392101764679,1.2698602676391602,1.7224652767181396,2.0419788360595703,1.9315671920776367,0.9738337993621826,0.5709220170974731
5,-0.1491335779428482,1.3727056980133057,1.0666121244430542,0.7053375840187073,2.277496337890625,2.2386250495910645,4.184654235839844,1.580334186553955,0.17111948132514954,0.9213144183158875,1.446107268333435,1.1328604221343994,1.2215815782546997,1.3457399606704712,4.611520767211914,5.37118673324585,3.810966730117798,0.3394923210144043,0.8191252946853638,1.2032619714736938,1.0672003030776978,0.5299762487411499,1.204201579093933,1.4429271221160889,1.134363055229187
6,1.341479778289795,0.26910677552223206,0.6111772060394287,1.3928097486495972,1.965149164199829,1.9600056409835815,-2.089824676513672,1.6975523233413696,-0.1998426616191864,1.05043363571167,0.7531799077987671,0.9262512922286987,0.9949178099632263,1.2796379327774048,0.5507131814956665,1.3801981210708618,-0.3027131259441376,1.5878854990005493,0.644553005695343,1.3237608671188354,-0.044233888387680054,1.3390188217163086,1.552971363067627,1.2566895484924316,1.4059096574783325
7,0.7238475680351257,-0.49427521228790283,-0.04207193851470947,0.5219047665596008,0.8135343790054321,2.2787551879882812,0.9950572848320007,-0.22239500284194946,-1.5461668968200684,-0.7444442510604858,-0.37519127130508423,2.625037670135498,0.2573366165161133,3.5143935680389404,-0.08599674701690674,12.09500503540039,5.047411918640137,0.2226199507713318,0.3453482985496521,0.660723865032196,-1.4975675344467163,3.257596492767334,-0.4829350709915161,1.210038185119629,-0.4988052248954773
8,0.37275636196136475,0.6803480386734009,-0.1496797800064087,0.7697528600692749,0.21759963035583496,1.8940379619598389,-0.08329570293426514,0.25430989265441895,-1.1765373945236206,-0.29747605323791504,-0.005596280097961426,-0.5471279621124268,0.31535816192626953,-2.7464303970336914,0.5267183780670166,-3.5841007232666016,-2.8637633323669434,0.5082118511199951,0.029730021953582764,0.8569082021713257,0.0334012508392334,5.218693733215332,-3.3851656913757324,-0.45852136611938477,0.12744629383087158
9,0.33443188667297363,-0.6751308441162109,0.25153541564941406,0.040299177169799805,-1.2504146099090576,7.534025192260742,-0.0555194616317749,0.5314342975616455,-1.1882665157318115,-0.2592618465423584,0.1322089433670044,-0.7671033143997192,0.40946197509765625,-1.2661288976669312,-0.08640480041503906,1.1019954681396484,1.4441845417022705,1.0237023830413818,-0.06814217567443848,0.5666327476501465,0.3581153154373169,0.7266354560852051,-0.15718650817871094,0.5013566017150879,-0.8351911902427673
10,-0.01821136474609375,0.30773210525512695,-2.3080854415893555,-0.5054528713226318,-0.5475597381591797,-3.170637845993042,1.4744071960449219,0.6709465980529785,-0.7124477624893188,-0.49791550636291504,-0.043997764587402344,1.3598945140838623,0.5425095558166504,1.069793939590454,-0.7493276596069336,1.3414218425750732,3.1166248321533203,0.7301626205444336,1.3262724876403809,0.936237096786499,0.35552358627319336,-0.4923224449157715,1.2745630741119385,-1.5221095085144043,-0.4728670120239258
11,0.574068546295166,-0.3738131523132324,-0.27234530448913574,-0.4033031463623047,0.9925823211669922,-2.2677507400512695,2.8863024711608887,2.40177845954895,-1.092957854270935,0.5228228569030762,-1.0134732723236084,-0.8160257339477539,1.329390048980713,1.7559659481048584,1.5352931022644043,0.6821372509002686,-4.384667873382568,1.2216894626617432,4.0213470458984375,0.909808874130249,-2.3623998165130615,-0.18155860900878906,5.034755706787109,-0.4314999580383301,-0.8498549461364746
