step,resstock-amy2018-2021-release-1-6887,resstock-amy2018-2021-release-1-123182,resstock-amy2018-2021-release-1-155572,resstock-amy2018-2021-release-1-20687,resstock-amy2018-2021-release-1-21356,resstock-amy2018-2021-release-1-223548,resstock-amy2018-2021-release-1-237652,resstock-amy2018-2021-release-1-249373,resstock-amy2018-2021-release-1-276878,resstock-amy2018-2021-release-1-283562,resstock-amy2018-2021-release-1-284099,resstock-amy2018-2021-release-1-290742,resstock-amy2018-2021-release-1-304920,resstock-amy2018-2021-release-1-321547,resstock-amy2018-2021-release-1-346066,resstock-amy2018-2021-release-1-394712,resstock-amy2018-2021-release-1-406573,resstock-amy2018-2021-release-1-412815,resstock-amy2018-2021-release-1-46421,resstock-amy2018-2021-release-1-471221,resstock-amy2018-2021-release-1-474782,resstock-amy2018-2021-release-1-494842,resstock-amy2018-2021-release-1-519975,resstock-amy2018-2021-release-1-92392,resstock-amy2018-2021-release-1-97045
0,1.932432770729065,1.2045683860778809,1.5128116607666016,0.678560733795166,3.5322790145874023,3.807945728302002,1.2680436372756958,1.1970031261444092,0.6875844597816467,1.6763942241668701,0.6353001594543457,2.4318408966064453,1.4095923900604248,1.8194639682769775,2.151193141937256,1.838202953338623,1.6817660331726074,0.7640175819396973,0.9898878931999207,0.7635378837585449,0.878320038318634,2.7903034687042236,2.644885301589966,1.1663832664489746,0.682319700717926
1,2.1820971965789795,1.39341402053833,1.6076810359954834,0.7229561805725098,1.638780117034912,3.711117744445801,1.3828567266464233,1.1779230833053589,0.9126228094100952,1.814433217048645,0.7471912503242493,2.3814542293548584,1.4437644481658936,1.8414831161499023,1.8219304084777832,1.7417480945587158,1.855677604675293,0.7024192810058594,0.7808811664581299,0.8832781910896301,1.0183395147323608,2.9508719444274902,2.5651333332061768,1.3677592277526855,0.7928780317306519
2,2.3352346420288086,1.4308815002441406,1.3970789909362793,5.345494747161865,1.3204245567321777,3.488391399383545,1.3459559679031372,1.0559078454971313,1.2480213642120361,1.6126097440719604,0.7359676361083984,1.9581940174102783,1.3063468933105469,1.599555492401123,2.7940399646759033,1.6076170206069946,1.9368031024932861,0.6871558427810669,0.7375030517578125,0.9332095980644226,1.1195127964019775,3.049415111541748,2.507826328277588,1.5090463161468506,0.74100661277771
3,1.6351209878921509,1.0598866939544678,0.5274384021759033,1.1355791091918945,0.997899055480957,2.4645516872406006,0.7531598210334778,0.6592284440994263,0.8611596822738647,1.0656206607818604,0.4645019769668579,0.6086997985839844,0.8255625367164612,0.7530059218406677,1.259209156036377,0.7430102825164795,1.0568134784698486,0.2864006757736206,0.520362377166748,0.8067293167114258,0.7487121224403381,2.4976091384887695,0.7293015718460083,1.332869291305542,1.5078604221343994
4,3.8595938682556152,0.6939802169799805,0.2565799355506897,1.7929599285125732,2.0406885147094727,2.5166244506835938,0.9907640218734741,0.581571102142334,0.6367407441139221,0.9156481623649597,0.4809088110923767,0.36332792043685913,0.6209821701049805,0.5406711101531982,1.2848505973815918,0.8982929587364197,1.334903359413147,1.0901975631713867,0.5404455065727234,0.8525141477584839,0.7912403345108032,3.38938045501709,0.5238041281700134,1.340669870376587,0.8655400276184082
5,0.7136986255645752,0.4235381484031677,-0.4890637993812561,0.6848224401473999,2.1411736011505127,1.4946426153182983,4.417558670043945,0.33378106355667114,-0.10432621836662292,0.4894365668296814,0.37885424494743347,-0.23468810319900513,0.18034516274929047,-0.24794548749923706,4.187045574188232,5.390692710876465,4.735346794128418,0.0008821934461593628,0.37872248888015747,0.6280611753463745,0.9568545818328857,1.7560523748397827,-0.9727510809898376,1.5393931865692139,0.6631638407707214
6,0.1601567268371582,-0.3837260901927948,-0.3207727372646332,0.8154343962669373,1.556471586227417,0.7544028759002686,-1.208492636680603,0.8522390127182007,-0.21704107522964478,0.7354006171226501,-0.07614798843860626,0.3900502324104309,0.3164336085319519,-0.5536370277404785,1.3554145097732544,2.477202892303467,-1.288801670074463,0.24426716566085815,0.1359393149614334,0.5109135508537292,-0.34164944291114807,0.4545125365257263,0.8002392053604126,0.90537029504776,0.9221886396408081
7,0.7277558445930481,-0.2880666255950928,-0.06991946697235107,0.10627806186676025,0.7284518480300903,0.7889226675033569,1.0183863639831543,0.13291645050048828,-0.6656614542007446,0.33026373386383057,-0.35493963956832886,3.545020580291748,-0.07328414916992188,2.9952316284179688,-0.05097925662994385,10.665687561035156,2.464016914367676,-0.08179950714111328,-0.08884713053703308,0.25863760709762573,0.16773721575737,2.1362180709838867,2.1532773971557617,1.014173984527588,-0.3127046525478363
8,0.1799459457397461,-0.0444793701171875,-0.5670856237411499,0.1556243896484375,0.3165721893310547,5.130410194396973,-0.08132302761077881,-0.6040606498718262,-0.7057169675827026,-0.25916314125061035,-0.37336355447769165,0.17199325561523438,-0.5860722064971924,0.25821948051452637,-0.6088263988494873,-0.43464231491088867,-0.4047502279281616,-0.4939131736755371,-0.4309961795806885,0.17349469661712646,0.1863020658493042,4.357453346252441,-0.3959916830062866,-0.6219487190246582,-0.05438196659088135
9,1.2755675315856934,0.23271846771240234,2.210421085357666,-0.1166384220123291,-0.8481330871582031,1.361908197402954,-0.8041888475418091,0.8710412979125977,-0.7865171432495117,0.45633769035339355,1.7376917600631714,-0.9475148916244507,1.5717830657958984,-1.2500643730163574,0.6044778823852539,1.6314489841461182,2.4848620891571045,1.4649507999420166,0.2242414951324463,1.4988784790039062,-0.32439887523651123,0.7204451560974121,1.5338704586029053,1.0398406982421875,-0.2067946195602417
